"Дата публикации","Автор","Текст отзыва","Оценка","Количество фотографий","Наличие видео","Теги"
"26 октября, 08:36","Татьяна","Космонавта огонь， комната полностью озарена. Спасибо большое， Татьяна， за ваш отзыв! Мы очень рады， что ночник с звездным небом пришелся вам по душе и озарил вашу комнату. Обращайтесь к нам в любое время， мы всегда рады помочь! ещё",5,1,true,"Нет тегов"
"26 октября, 08:08","Таисия","Спасибо， Таисия， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он создаст уютную атмосферу и принесет вам радость каждый вечер. С наступающим Новым годом и желаем вам ярких впечатлений и уютных вечеров с нашим подарком! ещё",5,0,false,"УДОБНО ПОЛЬЗОВАТЬСЯ; УДОБНО ПОЛЬЗОВАТЬСЯ"
"26 октября, 07:51","Нина","Спасибо большое за отличный отзыв о нашем ночнике звездного неба проекторе космонавт! Мы рады， что вам понравился подарок на Новый год. Если у вас возникнут еще какие-либо вопросы или пожелания， не стесняйтесь обращаться к нам. Будем рады помочь! С наилучшими пожеланиями， команда магазина. ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"26 октября, 06:41","Тамара","Достоинства:Отличный ночник ， много режимов Комментарий:Ребенок в восторге ， красивый ， освещение супер Спасибо， Тамара， за ваш отзыв! Мы рады， что ночник звездное небо пришелся к вашему ребенку по вкусу и доставил ему радость. Надеемся， что он будет радовать вас еще долгое время своим красивым и ярким освещением. Если у вас возникнут еще какие-либо вопросы или пожелания， обращайтесь к нам в любое время! ещё. Достоинства:Отличный ночник ， много режимов",5,1,true,"Нет тегов"
"26 октября, 06:06","Екатерина","Достоинства:Дети в восторге， маленький вообще часа 2 не отходил от него:)) Яркий， интересный Спасибо， Екатерина， за ваш отзыв о нашем товаре ""Ночник звездное небо""! Мы рады， что вам понравился товар и приносит уют и комфорт в ваш дом. Очень приятно слышать， что вы довольны качеством товара. Благодарим за выбор нашего магазина и надеемся на долгое и приятное сотрудничество! ещё. Достоинства:Дети в восторге， маленький вообще часа 2 не отходил от него:)) Яркий， интересный",5,2,true,"Нет тегов"
"26 октября, 04:39","Эля","Достоинства:Супер! Спасибо большое за отличный отзыв， Эля! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он будет прекрасным подарком на Новый год. Обращайтесь к нам в любое время， мы всегда рады помочь! ещё. Достоинства:Супер!",5,0,false,"Нет тегов"
"26 октября, 02:34","Елена","Достоинства:Очень красиво， ребёнку нравится. Спасибо， Елена， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он будет радовать вас каждую ночь и создавать уютную атмосферу. С наступающим Новым Годом и обращайтесь к нам снова! ещё. Достоинства:Очень красиво， ребёнку нравится.",5,0,false,"ВНЕШНИЙ ВИД; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; УДОБНО ПОЛЬЗОВАТЬСЯ"
"26 октября, 01:52","Алина","Достоинства:Все качественно ， красиво Спасибо， Алина， за отличный отзыв! Мы рады， что вам понравился наш ночник звездное небо. Обращайтесь к нам снова и рекомендуйте наш магазин своим друзьям. Всегда готовы помочь! ещё. Достоинства:Все качественно ， красиво",5,1,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"26 октября, 00:08","Екатерина","Достоинства:Все работает отлично， спасибо за товар! Спасибо большое， Екатерина， за ваш отзыв! Рады， что вам понравился наш ночник звездное небо. Будем рады видеть вас снова у нас в магазине! Если у вас будут какие-то вопросы или пожелания， обращайтесь к нам， мы всегда готовы помочь. Ваше мнение очень важно для нас! ещё. Достоинства:Все работает отлично， спасибо за товар!",5,0,false,"ВНЕШНИЙ ВИД; УДОБНО ПОЛЬЗОВАТЬСЯ; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; УДОБНО ПОЛЬЗОВАТЬСЯ; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 23:30","Виктория","Недостатки:Коробка была открыта，распакована(((.Вроде бы всё работает，но не рискнула забирать Спасибо， Виктория， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он принесет вам много радости и уюта в вашем доме. С наступающим Новым годом и обращайтесь к нам снова! ещё. Недостатки:Коробка была открыта，распакована(((.Вроде бы всё работает，но не рискнула забирать",5,0,false,"Нет тегов"
"25 октября, 23:04","Александра","Достоинства:Удобно устанавливать ， стильный ， через пульт удобно производить настройки как по яркости ， так и по переключению сияния . Недостатки:Нет Комментарий:Все супер 😊 рекомендую. Спасибо за отличный отзыв， Александра! Мы рады， что вам понравился наш ночник. Будем рады видеть вас снова в нашем магазине. ещё. Достоинства:Удобно устанавливать ， стильный ， через пульт удобно производить настройки как по яркости ， так и по переключению сияния .. Недостатки:Нет",5,4,true,"ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 22:25","Гулмира","Спасибо большое за ваш отличный отзыв， Гулмира! Мы рады， что вам понравился наш звездное небо проектор космонавт. Надеемся， что он принесет вам много радости и уюта в ваш дом. С наступающим Новым годом и желаем вам только положительных эмоций! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 21:35","Елизавета","Достоинства:Отличный ночник! Ребенку очень понравилось Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё. Достоинства:Отличный ночник! Ребенку очень понравилось",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 21:17","Гузель","Достоинства:Всё! Комментарий:За такие деньги - просто отлично. Мне кажется， что на товар потрачено больше， чем та сумма， за которую его продают. Ночник классный. Дети в восторге. Спасибо， Гузель， за такой приятный отзыв! Мы всегда стараемся радовать наших покупателей качественными товарами по доступным ценам. Рады， что ночник звездное небо пришелся по вкусу вам и вашим детям. Мы надеемся， что он будет радовать вас еще долгое время. С уважением， команда нашего магазина. ещё. Достоинства:Всё!",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 20:46 · Дополнен","Михаил","Супер как ночник，вся комната светится Первоначальный отзыв Спасибо за отзыв， Михаил! Мы рады， что ночник вам понравился и радует вас своим светом. Надеемся， что вы будете продолжать пользоваться им с удовольствием. Если у вас возникнут вопросы или пожелания， обращайтесь к нам всегда - мы будем рады помочь. Всего наилучшего! ещё",5,0,false,"Нет тегов"
"25 октября, 20:45","Алена","Достоинства:Классная штука， дети оценили Спасибо за отличный отзыв， Алена! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Мы стараемся делать только лучшие подарки， и ваша оценка 5 из 5 для нас очень важна. Обращайтесь к нам снова， мы всегда рады помочь вам с выбором подарков! С наступающим Новым годом! ещё. Достоинства:Классная штука， дети оценили",5,0,true,"Нет тегов"
"25 октября, 20:29","Фома","Достоинства:Невероятно красивые огоньки ，заказываю ночник второй раз (один себе один на подарок ребенку )я счатслива ，ребенок восторге ，несколько режимов ，работает от сети ，что очень круто (так как на батарейках огоньки со временем тускнеют из за заряда ) Недостатки:Нету Спасибо за отличный отзыв， Фома! Мы будем рады видеть вас снова в нашем магазине. Надеемся， что ночник звездное небо принесет вам много радости и уюта. Если у вас возникнут вопросы или пожелания， не стесняйтесь обращаться. Будем рады помочь! ещё. Достоинства:Невероятно красивые огоньки ，заказываю ночник второй раз (один себе один на подарок ребенку )я счатслива ，ребенок восторге ，несколько режимов ，работает от сети ，что очень круто (так как на батарейках огоньки со временем тускнеют из за заряда ). Недостатки:Нету",5,5,false,"Нет тегов"
"25 октября, 20:24","Эльвира","Достоинства:Пока все работает сын довольный Спасибо， Эльвира， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он будет прекрасным подарком на Новый Год. Обращайтесь к нам снова! С уважением， команда магазина. ещё. Достоинства:Пока все работает сын довольный",5,0,false,"Нет тегов"
"25 октября, 20:13","Покупатель Wildberries","Пришел хорошо упакован， всё целое，работает отлично Спасибо за отзыв! Мы рады， что вам понравился наш ночник звездное небо и что он пришел в хорошей упаковке. Надеемся， что он будет радовать вас каждую ночь. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь к нам. Будем рады помочь! ещё",5,0,false,"Нет тегов"
"25 октября, 19:26","элина","Достоинства:Красивенько Недостатки:Не рабочий пульт. Комментарий:Не понимаю как настроить чтобы звёзды не моргали Уважаемая Элина， благодарим вас за выбор нашего звездного проектора космонавта в качестве подарка на новый год. Чтобы исправить проблему с мерцанием звезд， рекомендуем вам проверить настройки освещения и расположение проектора. Если проблема сохраняется， пожалуйста， свяжитесь с нашей службой поддержки， и мы с удовольствием поможем вам настроить устройство. Благодарим за обратную связь и желаем вам приятных вечеров под волшебным звездным небом! ещё. Достоинства:Красивенько. Недостатки:Не рабочий пульт.",5,0,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 18:58","Ксения","Достоинства:красиво 10/10 Спасибо большое， Ксения， за ваш отзыв и оценку! Мы рады， что вам понравился наш ночник звездное небо. Обращайтесь к нам снова， мы всегда рады помочь. Желаем вам уютных и спокойных ночей с нашим ночником! ещё. Достоинства:красиво 10/10",5,5,true,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 18:56","Людмила","Достоинства:Очень красиво， отлично， ребенок в восторге и на Новый год пригодится， пришло хорошо упаковано，все работает Недостатки:Маленький минус инструкции на русском нет， решили проблему методом научного тыка Спасибо за отличный отзыв， Людмила! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Мы очень стараемся радовать наших клиентов качественными товарами. Обращайтесь к нам снова， мы всегда рады помочь! С наступающим Новым Годом! ещё. Достоинства:Очень красиво， отлично， ребенок в восторге и на Новый год пригодится， пришло хорошо упаковано，все работает. Недостатки:Маленький минус инструкции на русском нет， решили проблему методом научного тыка",5,4,false,"Нет тегов"
"25 октября, 18:32","Софья","Красивые. Пользуемся давно. Пришло в рабочем состоянии. Спасибо， Софья， за ваш отзыв! Мы рады， что ночник вам пришел в рабочем состоянии и вы пользуетесь им уже давно. Будем рады видеть вас снова в нашем магазине! ещё",5,1,true,"Нет тегов"
"25 октября, 18:31","Софья","Достоинства:Хорошие ночники. Взяли на подарок. Все работает. Спасибо большое за отличный отзыв， Софья! Мы рады， что вам понравился наш ночник звездное небо. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:Хорошие ночники. Взяли на подарок. Все работает.",5,1,true,"ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 18:31","Софья","Достоинства:Всё работает. Пользуемся давно. Взяли на подарок) Спасибо большое за ваш отзыв， Софья! Мы рады， что вам понравился наш ночник с звездным небом. Надеемся， что он будет радовать вас каждую ночь своим волшебством. Будем рады видеть вас снова у нас в магазине! ещё. Достоинства:Всё работает. Пользуемся давно. Взяли на подарок)",5,1,true,"Нет тегов"
"25 октября, 18:26","Ирина","Хороший ночник. Покупала ребёнку зависла сама. Спасибо， Ирина， за отличный отзыв о нашем ночнике звездного неба проекторе! Мы очень рады， что он пришелся по вкусу вашему ребенку. Обращайтесь к нам снова， мы всегда рады помочь! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 18:16","Валерия","Достоинства:Все понравилось Недостатки:Минусов нет Комментарий:Замечательный космонавт ребёнок очень доволен. Все работает ， батарейки в комплекте Спасибо за ваш отзыв， Валерия! Мы рады， что ночник звездное небо порадовал вашего ребенка. Надеемся， что он будет использовать его с удовольствием. Батарейки в комплекте - это отличный бонус， который облегчает использование товара. Благодарим за покупку и надеемся на дальнейшее сотрудничество! ещё. Достоинства:Все понравилось. Недостатки:Минусов нет",5,2,false,"Нет тегов"
"25 октября, 18:06","Кадыров","Достоинства:Красивое звездное небо малыши в восторге Недостатки:Все хорошо Комментарий:Доставка быстро пришла все круто ! Спасибо за ваш отзыв! Мы рады， что вам понравился наш ночник с звездным небом и что вы довольны быстрой доставкой. Обращайтесь к нам снова， мы всегда рады помочь! ещё. Достоинства:Красивое звездное небо малыши в восторге. Недостатки:Все хорошо",5,1,true,"Нет тегов"
"25 октября, 17:49","Алексей","Достоинства:Очень прикольный светильник дети восторге Спасибо， Алексей， за ваш отзыв о нашем ночнике ""Звездное небо""! Мы рады， что вам понравился товар и вы оценили его наивысшим баллом. Надеемся， что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашей комнате. Благодарим за покупку и обращайтесь к нам снова! ещё. Достоинства:Очень прикольный светильник дети восторге",5,1,false,"Нет тегов"
"25 октября, 17:43","Надежда","Достоинства:Все хорошо упаковано， все отлично прошло， светит красиво. Спасибо за отличный отзыв， Надежда! Мы рады， что вам понравился наш ночник звездного неба проектор космонавт. Надеемся， что он будет прекрасным подарком к Новому году. Обращайтесь к нам снова， мы всегда рады помочь вам! ещё. Достоинства:Все хорошо упаковано， все отлично прошло， светит красиво.",5,0,true,"Нет тегов"
"25 октября, 17:22","Покупатель Wildberries","Маленькая площадь освещения， тусклый. Здравствуйте，свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера， раздел Профиль > Покупки > наведите мышку на товар， снизу появиться всплывающая строка ""Чат с продавцом"". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре， выбрать раздел ""Написать продавцу"". Благодарим за обращение. ещё",3,0,false,"Нет тегов"
"25 октября, 17:04","Наталья","Интересная штука， сейчас включили ，внуки в восторге， что видят звезды и северное сияние! Спасибо вам ! Спасибо за отзыв， Наталья! Рады， что ночник звездное небо пришелся вам и вашим внукам по вкусу. Пусть звезды и северное сияние всегда сопровождают вас! Будем рады видеть вас снова в нашем магазине! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 16:59","Ирина","Достоинства:Класс，белый Спасибо， Ирина， за ваш отзыв и оценку! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова у нас в магазине и помочь с выбором подарков на любые праздники! С наступающим Новым Годом! ещё. Достоинства:Класс，белый",5,0,false,"Нет тегов"
"25 октября, 16:50","Николай","Спасибо за отличный отзыв， Николай! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Пусть он принесет вам много радости и уюта. Обращайтесь к нам снова， мы всегда будем рады помочь! С наступающим Новым Годом! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 14:39","Игорь","Спасибо за отличный отзыв， Игорь! Мы рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он создаст у вас волшебную атмосферу и подарит массу положительных эмоций. С наступающим Новым годом и обращайтесь к нам снова! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 14:04","Татьяна","Достоинства:Маленький такой， но со своей задачей справляется очень хорошо， красиво светит. Недостатки:Все так Комментарий:Очень понравился， хочу заказать ещё себе второй на дачу. Спасибо большое за ваш отзыв， Татьяна! Мы рады， что вам понравился наш ночник звездное небо. Обязательно обратитесь к нам снова， мы с удовольствием поможем вам с заказом для дачи. Благодарим вас за выбор нашего товара! ещё. Достоинства:Маленький такой， но со своей задачей справляется очень хорошо， красиво светит.. Недостатки:Все так",5,1,true,"Нет тегов"
"25 октября, 13:56","Марина","Дети в восторге от ночника Спасибо， Марина， за ваш отзыв! Мы очень рады， что ночник звездное небо проектор космонавт вызвал восторг у ваших детей. Мы постараемся и дальше радовать вас качественными и интересными товарами. Приятных вам покупок и с наступающим Новым Годом! ещё",5,0,false,"Нет тегов"
"25 октября, 13:45","Покупатель Wildberries","Спасибо большое за ваш отзыв! Мы рады， что ночник звездное небо проектор космонавт пришелся вам по душе. Надеемся， что он будет радовать вас и вашего ребенка каждую ночь. Обращайтесь к нам еще， и мы с удовольствием поможем вам с выбором подарков на любой праздник! С наилучшими пожеланиями， ваш магазин. ещё",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 13:43","Елена","Достоинства:Отличный ночник. Дочь в восторге. Спасибо Спасибо большое， Елена， за ваш отзыв и высокую оценку! Мы рады， что ночник звездное небо проектор космонавт понравился вам. Надеемся， что он будет ярким и уютным элементом вашего интерьера， и подарит вам много приятных моментов. Обращайтесь к нам снова， мы всегда рады помочь вам подбирать подарки! С наступающим Новым Годом! ещё. Достоинства:Отличный ночник. Дочь в восторге. Спасибо",5,2,false,"Нет тегов"
"25 октября, 13:28","Евгения","Достоинства:Понравился очень детям Спасибо， Евгения， за ваш отзыв! Мы рады， что вам понравился наш ночник с звездным небом. Будем рады видеть вас снова у нас в магазине! ещё. Достоинства:Понравился очень детям",5,0,false,"Нет тегов"
"25 октября, 13:13","Светлана","Достоинства:Теперь в детской волшебный потолок✨ Спасибо большое， Светлана， за ваш отзыв и хорошую оценку! Мы рады， что ночник звездное небо проектор космонавт пришелся вам по вкусу. Мы стараемся делать только качественные товары и рады， что вы оценили нашу работу. Если у вас возникнут какие-либо вопросы или пожелания， пожалуйста， обращайтесь. С наступающим вас Новым Годом! ещё. Достоинства:Теперь в детской волшебный потолок✨",5,0,false,"Нет тегов"
"25 октября, 13:12","Халимахан","Достоинства:Милота ребенок доволин Спасибо за ваш отзыв， Халимахан! Мы рады， что вам понравился наш ночник звездное небо. Будем рады видеть вас снова у нас в магазине. ещё. Достоинства:Милота ребенок доволин",5,1,true,"Нет тегов"
"25 октября, 13:00","Адиля","Достоинства:Эффект галактики Недостатки:Внутри чёрного стекла разбито стекло проекции галактики Комментарий:Ребёнку понравилось， теперь засыпаем пол звёздным небом Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Эффект галактики. Недостатки:Внутри чёрного стекла разбито стекло проекции галактики",4,2,true,"ВНЕШНИЙ ВИД; ВНЕШНИЙ ВИД"
"25 октября, 12:32","Сергей","Достоинства:Светится， крутится. Недостатки:Не работает пульт управления! На линзе царапина， но она вроде бы не мешает. Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё. Достоинства:Светится， крутится.. Недостатки:Не работает пульт управления! На линзе царапина， но она вроде бы не мешает.",2,0,false,"Нет тегов"
"25 октября, 12:24","ирина","Достоинства:Очень классный ночник прям светит офигенно столько функций по-разному можно всё делать и цветами менять и всё я думаю внучки понравится Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё. Достоинства:Очень классный ночник прям светит офигенно столько функций по-разному можно всё делать и цветами менять и всё я думаю внучки понравится",5,0,false,"Нет тегов"
"25 октября, 12:20","Денис","Спасибо， Денис， за ваш отзыв! Мы очень рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он будет вам радовать и создавать уютную атмосферу в вашем помещении. Обращайтесь к нам снова， если у вас возникнут какие-либо вопросы или пожелания. С наступающим Новым годом! 🌟🚀 ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 12:12","Наталия","Достоинства:Красиво очень Спасибо за отличный отзыв， Наталия! Мы очень рады， что вам понравился наш ночник звездное небо. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:Красиво очень",5,1,true,"Нет тегов"
"25 октября, 11:50","Покупатель Wildberries","Товар пришёл раньше планируемого срока. Упакован надёжно. Светильник очень хороший， удобно пользоваться. Дети довольны. Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,false,"Нет тегов"
"25 октября, 11:24","анастасия","Спасибо， Анастасия， за ваш отзыв! Мы рады， что вам понравился наш ночник с звездным небом. Обращайтесь к нам снова， и мы постараемся радовать вас качественными товарами и отличным сервисом. Всегда готовы помочь! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 11:04","Муслимат","Прикольная штука， деткам очень понравилась)) Спасибо за отзыв! Мы рады， что ночник ""Звездное небо"" понравился вашим детям. Надеемся， что он будет радовать их каждую ночь и создавать уютную атмосферу в комнате. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь к нам - мы всегда рады помочь. Благодарим за покупку и оставленный отзыв! ещё",5,2,true,"Нет тегов"
"25 октября, 10:57","Лидия","Достоинства:Вообще， огонь!!! Сам ночник очень стильный!! Проекция качественная!! Спасибо большое， Лидия， за ваш отличный отзыв о нашем ночнике звездного неба! Мы рады， что подарок космонавта на Новый год вам понравился. Будем рады видеть вас снова у нас в магазине. Всегда к вашим услугам! ещё. Достоинства:Вообще， огонь!!! Сам ночник очень стильный!! Проекция качественная!!",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 10:44","Татьяна","Достоинства:Ребёнку очень понравилось， очень рада Спасибо， Татьяна! Мы рады， что вам понравился наш ночник со звездным небом. Надеемся， что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашей комнате. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:Ребёнку очень понравилось， очень рада",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 10:11","Татьяна","Достоинства:Очень прикольная вещь， дети в восторге 🔥 Спасибо， Татьяна， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он будет радовать вас и создавать уютную атмосферу. С наступающим Новым годом! ещё. Достоинства:Очень прикольная вещь， дети в восторге 🔥",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"25 октября, 10:05","Инесса","Подарила племяннику，он в диком восторге!!!👍 Спасибо большое!!!❤️ Спасибо за отзыв， Инесса! Мы очень рады， что подарок понравился вашему племяннику. Будем рады видеть вас снова в нашем магазине! ❤️🌟 ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 10:03","Анастасия","Достоинства:Хорошее качество， крестнице понравилось 👍 Спасибо， Анастасия， за отличную оценку! Мы рады， что вам понравился наш ночник с звездным небом. Надеемся， что он будет радовать вас каждую ночь своим мягким светом. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь к нам - мы всегда готовы помочь. Спасибо за покупку и доверие! ещё. Достоинства:Хорошее качество， крестнице понравилось 👍",5,1,false,"Нет тегов"
"25 октября, 09:46","Покупатель Wildberries","Достоинства:Товар хорошего качества Благодарим вас за отличный отзыв! Мы рады， что вам понравился наш ночник ""Звездное небо"". Надеемся， что он приносит вам уют и умиротворение каждую ночь. Обращайтесь к нам снова， будем рады помочь вам с выбором других товаров! ещё. Достоинства:Товар хорошего качества",5,0,false,"УДОБНО ПОЛЬЗОВАТЬСЯ; УДОБНО ПОЛЬЗОВАТЬСЯ"
"25 октября, 09:27","Татьяна","Спасибо большое за ваш отзыв， Татьяна! Мы рады， что вам понравился наш ночник ""Звездное небо"". Надеемся， что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! ещё",5,0,false,"ВНЕШНИЙ ВИД; ВНЕШНИЙ ВИД"
